# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 14:25:57 2026
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
#
toi,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created
2265.01,0.8294084,0.0000374,-0.0000374,0,0.5583289,0.0989583,-0.0989583,0,2.4799192,2.4183564,-2.4183564,0,5951.6700000,,,0,1.5242400,,,0,2020-09-30 13:26:55
2266.01,2.3263430,0.0000145,-0.0000145,0,1.2195051,0.2230184,-0.2230184,0,1.9763187,0.2668421,-0.2668421,0,3244.0000000,157.0000000,-157.0000000,0,0.2611620,0.0078626,-0.0078626,0,2020-09-30 13:26:55
2267.01,3.4950422,0.0000087,-0.0000087,0,1.0311342,0.1127010,-0.1127010,0,1.2734423,0.1111988,-0.1111988,0,3022.0000000,157.0000000,-157.0000000,0,0.2427450,0.0079963,-0.0079963,0,2020-09-30 13:26:55
2267.02,2.0344366,0.0000119,-0.0000119,0,0.9582480,0.3105621,-0.3105621,0,0.9011060,0.3394081,-0.3394081,0,3022.0000000,157.0000000,-157.0000000,0,0.2427450,0.0079963,-0.0079963,0,2023-08-15 20:53:30
2267.03,2.2891027,0.0000100,-0.0000100,0,0.8344032,0.4836109,-0.4836109,0,0.9131404,1.3255601,-1.3255601,0,3022.0000000,157.0000000,-157.0000000,0,0.2427450,0.0079963,-0.0079963,0,2022-02-28 23:51:56
2268.01,7.1566025,0.0009128,-0.0009128,0,1.2189750,0.5399923,-0.5399923,0,3.1263063,2.9570937,-2.9570937,0,5910.3500000,101.9850000,-101.9850000,0,1.1348900,0.0462663,-0.0462663,0,2020-09-30 13:26:55
2269.01,1.4206036,0.0000237,-0.0000237,0,1.6483243,0.5032854,-0.5032854,0,1.1974247,1.3618252,-1.3618252,0,3872.0000000,157.0000000,-157.0000000,0,0.5484840,0.0161609,-0.0161609,0,2020-09-30 13:26:55
2269.02,2.8411415,0.0000133,-0.0000133,0,1.1740000,0.4310000,-0.4310000,0,1.4216200,0.1232410,-0.1232410,0,3872.0000000,157.0000000,-157.0000000,0,0.5500000,0.0200000,-0.0200000,0,2020-09-30 13:27:30
2269.03,10.4029111,0.0000317,-0.0000317,0,1.3721731,0.2518094,-0.2518094,0,1.8465904,0.2662056,-0.2662056,0,3872.0000000,157.0000000,-157.0000000,0,0.5484840,0.0161609,-0.0161609,0,2020-09-30 13:26:56
227.01,,,,0,1.5100000,,,0,2.4326140,,,0,2808.0000000,80.0000000,-80.0000000,0,0.1280000,0.0190000,-0.0190000,0,2018-11-16 21:15:45
2270.01,,,,0,4.6288711,0.4341862,-0.4341862,0,2.7599934,0.7519856,-0.7519856,0,6380.4300000,109.4520000,-109.4520000,0,1.6107700,0.0629548,-0.0629548,0,2020-09-30 13:26:55
2271.01,26.5456672,0.0000318,-0.0000318,0,2.5820000,0.1150000,-0.1150000,0,29.1697000,6.1182600,-6.1182600,0,6180.0000000,135.7000000,-135.7000000,0,1.6800000,0.0800000,-0.0800000,0,2020-09-30 13:26:55
2272.01,32.8236817,0.0090141,-0.0090141,0,15.2373740,0.6431936,-0.6431936,0,5.1519952,0.9513825,-0.9513825,0,6258.0000000,129.5100000,-129.5100000,0,2.6302500,0.1205880,-0.1205880,0,2020-09-30 13:26:55
2273.01,46.5710978,0.0003644,-0.0003644,0,6.1832559,0.9081497,-0.9081497,0,2.1305645,1.3920668,-1.3920668,0,6495.0000000,126.0930000,-126.0930000,0,1.1508300,0.0499648,-0.0499648,0,2020-09-30 13:26:55
2274.01,2.6796164,0.0000072,-0.0000072,0,0.9028948,0.2374337,-0.2374337,0,1.8334769,1.8747350,-1.8747350,0,3943.0000000,157.0000000,-157.0000000,0,0.6307200,0.0185106,-0.0185106,0,2020-09-30 13:26:55
2274.02,1.1188024,0.0000029,-0.0000029,0,1.1190000,0.3900000,-0.3900000,0,1.4400900,0.1060170,-0.1060170,0,3943.0000000,157.0000000,-157.0000000,0,0.6300000,0.0200000,-0.0200000,0,2022-02-28 23:51:56
2275.01,20.1546939,0.0000597,-0.0000597,0,1.3244754,0.4027281,-0.4027281,0,2.3244125,2.6772530,-2.6772530,0,4863.0000000,125.3540000,-125.3540000,0,0.7123880,0.0482562,-0.0482562,0,2020-09-30 13:26:55
2276.01,76.8663962,0.0006695,-0.0006695,0,6.7753035,0.4102077,-0.4102077,0,1.9249103,0.1655317,-0.1655317,0,5482.0200000,137.7140000,-137.7140000,0,0.8770420,0.0518744,-0.0518744,0,2020-09-30 13:26:55
2277.01,,,,0,12.4042036,0.5869429,-0.5869429,0,3.3789105,0.7161260,-0.7161260,0,6358.0000000,136.9050000,-136.9050000,0,2.4366300,0.1106010,-0.1106010,0,2020-09-30 13:26:56
2278.01,1.4663344,0.0000084,-0.0000084,0,0.4470000,0.3230000,-0.3230000,0,1.8712400,0.9545040,-0.9545040,0,3412.0000000,157.0000000,-157.0000000,0,0.3200000,0.0100000,-0.0100000,0,2020-09-30 13:26:56
2279.01,3.1434463,0.0000070,-0.0000070,0,1.5010000,0.5190000,-0.5190000,0,2.3413200,0.1968720,-0.1968720,0,4962.0000000,118.9630000,-118.9630000,0,0.7900000,0.0500000,-0.0500000,0,2020-09-30 13:26:56
228.01,2.6865064,0.0000030,-0.0000030,0,2.6567231,0.0751722,-0.0751722,0,14.0476602,0.2867287,-0.2867287,0,5738.0000000,,,0,1.1827400,,,0,2018-11-29 21:52:42
2280.01,18.6016754,0.0010578,-0.0010578,0,2.3690896,0.3961457,-0.3961457,0,9.1300283,3.9030464,-3.9030464,0,6175.0000000,121.6800000,-121.6800000,0,3.7007000,0.1591360,-0.1591360,0,2020-09-30 13:26:56
2281.01,210.6683580,0.0020938,-0.0020938,0,10.3865576,0.8460295,-0.8460295,0,2.8961818,0.9595894,-0.9595894,0,6683.0000000,142.6610000,-142.6610000,0,1.5259200,0.0646784,-0.0646784,0,2020-09-30 13:26:56
2282.01,12.5520766,0.0000490,-0.0000490,0,6.8268193,0.2125416,-0.2125416,0,2.8228669,0.2456027,-0.2456027,0,7020.0000000,168.0770000,-168.0770000,0,1.8450500,0.0738693,-0.0738693,0,2020-09-30 13:26:56
2283.01,0.4018586,0.0000140,-0.0000140,0,1.5779753,0.6501796,-0.6501796,0,0.5525072,2.1341093,-2.1341093,0,3621.0000000,157.0000000,-157.0000000,0,0.5202830,0.0152485,-0.0152485,0,2020-09-30 13:26:56
2284.01,4.9707023,0.0000263,-0.0000263,0,2.5860000,0.5840000,-0.5840000,0,2.3873300,0.1555590,-0.1555590,0,6109.0000000,128.2250000,-128.2250000,0,1.2100000,0.0500000,-0.0500000,0,2020-09-30 13:26:56
2285.01,27.2672016,0.0002043,-0.0002043,0,2.4164839,1.4647499,-1.4647499,0,1.5781136,2.7466471,-2.7466471,0,3546.0000000,157.0000000,-157.0000000,0,0.4600140,0.0137236,-0.0137236,0,2020-09-30 13:26:56
2286.01,179.4031712,0.0014116,-0.0014116,0,10.7569968,0.6734482,-0.6734482,0,3.7472354,0.6792988,-0.6792988,0,6863.0000000,212.2020000,-212.2020000,0,1.4648000,0.0625327,-0.0625327,0,2020-09-30 13:26:56
2287.01,11.8120707,0.0000551,-0.0000551,0,3.3324162,0.3411802,-0.3411802,0,1.7481305,0.6981198,-0.6981198,0,6037.0000000,121.6130000,-121.6130000,0,1.2010500,0.0548794,-0.0548794,0,2020-09-30 13:26:56
2288.01,8.9172211,0.0000176,-0.0000176,0,2.6426767,0.3234940,-0.3234940,0,2.7931797,0.9476560,-0.9476560,0,4066.0000000,130.9150000,-130.9150000,0,0.6052430,0.0581935,-0.0581935,0,2020-09-30 13:26:56
2289.01,63.3954500,0.0007535,-0.0007535,0,5.1295954,0.5549604,-0.5549604,0,3.3507179,0.3935614,-0.3935614,0,5717.0000000,124.2970000,-124.2970000,0,1.0149601,0.0507136,-0.0507136,0,2020-09-30 13:26:56
229.01,3.1260751,0.0000012,-0.0000012,0,1.7204574,0.0228342,-0.0228342,0,10.8099625,0.7163094,-0.7163094,0,5100.0000000,,,0,0.8747060,0.0567763,-0.0567763,0,2018-11-29 21:52:42
2290.01,0.3862197,0.0000091,-0.0000091,0,0.9122445,0.3226046,-0.3226046,0,1.1988782,2.0433514,-2.0433514,0,3863.0000000,157.0000000,-157.0000000,0,0.5663040,0.0169066,-0.0169066,0,2020-09-30 13:26:56
2291.01,9.4058770,0.0000225,-0.0000225,0,1.5560322,0.2370116,-0.2370116,0,1.9775960,0.3172825,-0.3172825,0,3869.0000000,157.0000000,-157.0000000,0,0.4757010,0.0139575,-0.0139575,0,2020-09-30 13:26:56
2292.01,7.0767314,0.0000653,-0.0000653,0,2.4440000,0.4010000,-0.4010000,0,2.4422000,0.1852410,-0.1852410,0,5781.0000000,137.0120000,-137.0120000,0,1.0000000,0.0500000,-0.0500000,0,2020-09-30 13:26:56
2293.01,6.0683318,0.0000169,-0.0000169,0,1.9825707,0.3656837,-0.3656837,0,2.1199939,0.8297539,-0.8297539,0,3668.0000000,157.0000000,-157.0000000,0,0.4993760,0.0148842,-0.0148842,0,2020-09-30 13:26:56
2294.01,340.3877311,0.0100323,-0.0100323,0,9.2318877,0.5708615,-0.5708615,0,3.6888424,0.4090202,-0.4090202,0,6424.0000000,132.6670000,-132.6670000,0,1.2780800,0.0580779,-0.0580779,0,2020-09-30 13:26:56
2295.01,60.0663200,0.0000773,-0.0000773,0,2.4090000,0.6610000,-0.6610000,0,7.6475900,2.3153500,-2.3153500,0,5660.0000000,124.1280000,-124.1280000,0,1.4700000,0.0700000,-0.0700000,0,2020-09-30 13:26:57
2296.01,139.2632286,0.0051524,-0.0051524,0,15.5650549,1.4262496,-1.4262496,0,1.8388146,0.7987887,-0.7987887,0,5373.0100000,107.3760000,-107.3760000,0,0.9071700,0.0439372,-0.0439372,0,2020-09-30 13:26:57
2297.01,22.0487750,0.0001787,-0.0001787,0,3.8087167,0.6134766,-0.6134766,0,1.9509885,0.9928261,-0.9928261,0,4836.0000000,120.5640000,-120.5640000,0,0.7944350,0.0526231,-0.0526231,0,2020-09-30 13:26:57
2298.01,,,,0,7.6412469,0.6648593,-0.6648593,0,2.8951165,0.8262317,-0.8262317,0,4239.0000000,119.9350000,-119.9350000,0,0.6599370,0.0590402,-0.0590402,0,2020-09-30 13:26:57
2299.01,165.0031583,0.0112449,-0.0112449,0,5.0545903,0.4905630,-0.4905630,0,4.5170453,0.4236195,-0.4236195,0,5780.0000000,,,0,0.6999730,0.0265559,-0.0265559,0,2020-09-30 15:42:36
230.01,13.3401450,0.0043640,-0.0043640,0,4.6111980,0.5467550,-0.5467550,0,3.9292670,1.5711160,-1.5711160,0,6467.0000000,198.0000000,-198.0000000,0,1.5794300,0.1986610,-0.1986610,0,2018-11-29 21:52:42
2300.01,4.8566656,0.0000130,-0.0000130,0,2.5858810,0.1564475,-0.1564475,0,3.2987328,0.2169016,-0.2169016,0,5607.0000000,158.4470000,-158.4470000,0,0.7968920,0.0411759,-0.0411759,0,2020-09-30 15:49:11
2300.02,15.4432661,0.0000247,-0.0000247,0,3.8493075,0.0867687,-0.0867687,0,5.7063938,0.3255614,-0.3255614,0,5607.0000000,158.4470000,-158.4470000,0,0.7968920,0.0411759,-0.0411759,0,2020-09-30 15:49:11
2300.03,,,,0,17.0708835,0.4397566,-0.4397566,0,7.6712645,0.4799744,-0.4799744,0,5607.0000000,158.4470000,-158.4470000,0,0.7968920,0.0411759,-0.0411759,0,2023-03-02 20:06:11
2301.01,6.0541622,0.0000485,-0.0000485,0,4.5920000,1.4940000,-1.4940000,0,4.0162300,1.4730800,-1.4730800,0,6187.0000000,123.8490000,-123.8490000,0,1.6100000,0.0700000,-0.0700000,0,2020-09-30 15:49:11
2302.01,1.3103832,0.0001108,-0.0001108,0,1.6240216,0.0862775,-0.0862775,0,9.8603222,9.5131310,-9.5131310,0,5228.0000000,123.1460000,-123.1460000,0,0.9285070,0.0527638,-0.0527638,0,2020-10-01 13:35:29
2303.01,0.7196291,0.0001024,-0.0001024,0,1.4747460,0.2661613,-0.2661613,0,12.2917419,2.5321090,-2.5321090,0,6454.0000000,6516.7000000,-6516.7000000,0,1.6945800,0.0832160,-0.0832160,0,2020-10-01 13:35:30
2304.01,9.4070515,0.0000333,-0.0000333,0,2.6715391,0.6936579,-0.6936579,0,3.9938238,2.1361701,-2.1361701,0,6223.0000000,125.8650000,-125.8650000,0,1.2331001,0.0558367,-0.0558367,0,2020-10-01 13:35:30
2305.01,0.9189020,0.0001013,-0.0001013,0,1.7819550,0.1213853,-0.1213853,0,15.2109193,15.4234320,-15.4234320,0,5382.0000000,5385.2000000,-5385.2000000,0,1.1659000,0.0806182,-0.0806182,0,2020-10-01 13:35:30
2306.01,2.9905745,0.0000055,-0.0000055,0,2.0941681,0.0986725,-0.0986725,0,13.2344892,0.4768243,-0.4768243,0,5535.6000000,5576.3000000,-5576.3000000,0,1.1030500,,,0,2020-10-01 13:35:30
2307.01,2.6820061,0.0000030,-0.0000030,0,1.8238879,0.0629831,-0.0629831,0,14.1985341,1.3193880,-1.3193880,0,5465.0000000,5562.2000000,-5562.2000000,0,1.2850000,0.0712462,-0.0712462,0,2020-10-01 13:35:30
2308.01,3.8686600,0.0000037,-0.0000037,0,2.3101443,0.0537426,-0.0537426,0,13.9784675,0.7829673,-0.7829673,0,6373.5000000,6567.6000000,-6567.6000000,0,1.3337801,0.0649246,-0.0649246,0,2020-10-01 13:35:30
2309.01,20.2656358,0.0000924,-0.0000924,0,6.4172007,0.4236138,-0.4236138,0,4.0304200,0.6809880,-0.6809880,0,6276.1000000,117.0700000,-117.0700000,0,1.3761700,0.0615829,-0.0615829,0,2020-10-01 13:35:30
231.01,3.3610013,0.0000005,-0.0000005,0,2.5685869,0.0154193,-0.0154193,0,12.7400071,0.6397709,-0.6397709,0,5375.0000000,,,0,0.8177050,0.0408442,-0.0408442,0,2018-11-29 21:52:42
2310.01,2.9432073,0.0000017,-0.0000017,0,2.5010000,0.0510000,-0.0510000,0,13.6531000,1.9271000,-1.9271000,0,5266.7000000,5383.5000000,-5383.5000000,0,1.1800000,0.1700000,-0.1700000,0,2020-10-01 13:35:30
2311.01,1.5933772,0.0001759,-0.0001759,0,1.7732569,0.0864270,-0.0864270,0,9.0125420,0.3485221,-0.3485221,0,5289.4000000,5240.2000000,-5240.2000000,0,0.8851250,,,0,2020-10-01 13:35:30
2312.01,3.1856867,0.0000042,-0.0000042,0,3.1050115,0.0933981,-0.0933981,0,,,,0,5590.5000000,5635.3000000,-5635.3000000,0,,,,0,2020-10-01 13:35:30
2313.01,1.8905304,0.0000029,-0.0000029,0,1.2347831,0.0517312,-0.0517312,0,,,,0,5816.0000000,190.0000000,-190.0000000,0,,,,0,2020-10-01 13:35:30
2314.01,15.9375460,0.0065295,-0.0065295,0,4.5395335,0.3047382,-0.3047382,0,11.9220549,0.9998953,-0.9998953,0,6093.1000000,6117.3000000,-6117.3000000,0,1.5503300,0.0736382,-0.0736382,0,2020-10-01 13:35:30
2315.01,1.4407070,0.0000018,-0.0000018,0,1.8086852,0.0489630,-0.0489630,0,9.9844910,1.3201250,-1.3201250,0,5941.2000000,5990.0000000,-5990.0000000,0,1.1648901,0.0570854,-0.0570854,0,2020-10-01 13:35:30
2316.01,3.0958985,0.0002913,-0.0002913,0,1.8584684,0.1017215,-0.1017215,0,19.2443952,15.4416610,-15.4416610,0,6764.0000000,6750.8000000,-6750.8000000,0,1.2584400,0.0616131,-0.0616131,0,2020-10-01 13:35:30
2317.01,,,,0,8.4494541,0.3877846,-0.3877846,0,11.6258650,0.9148574,-0.9148574,0,5635.7500000,143.2370000,-143.2370000,0,1.4356500,0.0839045,-0.0839045,0,2020-10-05 21:01:55
2318.01,,,,0,4.6833042,0.1776144,-0.1776144,0,6.5071192,2.0007920,-2.0007920,0,4968.0000000,,,0,0.8445480,,,0,2020-10-05 21:01:55
2319.01,,,,0,6.1120058,0.3808780,-0.3808780,0,4.1844083,0.8714301,-0.8714301,0,6329.0000000,134.9550000,-134.9550000,0,1.3961900,0.0640704,-0.0640704,0,2020-10-05 21:01:55
2319.02,11.6207544,0.0000701,-0.0000701,0,5.6290584,0.3866138,-0.3866138,0,3.2075540,0.6054279,-0.6054279,0,6329.0000000,134.9550000,-134.9550000,0,1.3961900,0.0640704,-0.0640704,0,2023-08-15 20:53:17
232.01,1.3382314,0.0000003,-0.0000003,0,2.1560676,0.0086322,-0.0086322,0,14.8542602,0.9233534,-0.9233534,0,5436.0000000,,,0,0.8949740,0.0555528,-0.0555528,0,2018-11-29 21:52:42
2320.01,,,,0,4.4875335,0.1932479,-0.1932479,0,18.0000000,,,0,5879.0000000,120.4470000,-120.4470000,0,1.2362300,0.0569347,-0.0569347,0,2020-10-05 21:01:55
2321.01,716.3497402,0.0000010,-0.0000010,0,3.6120000,,,0,2.9082600,0.1572790,-0.1572790,0,5645.8400000,105.2740000,-105.2740000,0,0.9700000,0.0400000,-0.0400000,0,2020-10-05 21:01:55
2322.01,20.2254946,0.0000487,-0.0000487,0,2.2719961,0.2457992,-0.2457992,0,1.9090249,0.8845575,-0.8845575,0,4465.0000000,125.1000000,-125.1000000,0,0.6975470,0.0569246,-0.0569246,0,2020-10-07 15:20:37
2322.02,11.3071786,0.0000621,-0.0000621,0,2.8240000,0.4000000,-0.4000000,0,1.0296800,0.0990580,-0.0990580,0,4465.0000000,125.1000000,-125.1000000,0,0.7000000,0.0600000,-0.0600000,0,2021-08-12 22:51:27
2323.01,0.9865600,,,0,0.7240000,0.2120000,-0.2120000,0,3.7868700,0.4613620,-0.4613620,0,5522.0000000,132.7000000,-132.7000000,0,1.6400000,0.0900000,-0.0900000,0,2020-10-07 15:20:37
2324.01,1.0371672,0.0000024,-0.0000024,0,2.8975230,0.4312073,-0.4312073,0,2.3028811,0.1319054,-0.1319054,0,6413.0000000,134.4000000,-134.4000000,0,1.5000000,0.0700000,-0.0700000,0,2020-10-07 15:20:38
2325.01,4.2699100,0.0000200,-0.0000200,0,1.5090000,0.2710000,-0.2710000,0,8.9557800,0.7774380,-0.7774380,0,6580.0000000,127.7000000,-127.7000000,0,1.6200000,0.0700000,-0.0700000,0,2020-10-07 15:20:38
2326.01,58.9970907,0.0000250,-0.0000250,0,5.7220000,0.6830000,-0.6830000,0,,,,0,,,,0,,,,0,2020-10-07 15:52:06
2327.01,82.7899763,0.0001757,-0.0001757,0,5.8475847,0.2432458,-0.2432458,0,3.1369358,0.3640661,-0.3640661,0,6115.0000000,194.0000000,-194.0000000,0,0.9577720,0.0457286,-0.0457286,0,2020-10-07 15:52:06
2328.01,17.1019622,0.0000234,-0.0000234,0,3.3570000,0.0970000,-0.0970000,0,10.1067000,0.5547320,-0.5547320,0,5302.3000000,5297.2000000,-5297.2000000,0,0.9300000,0.0500000,-0.0500000,0,2020-10-07 20:14:20
2329.01,6.5346715,0.0000078,-0.0000078,0,3.3040000,0.0930000,-0.0930000,0,10.7773000,0.6976720,-0.6976720,0,5424.0000000,282.9000000,-282.9000000,0,1.3300000,0.0800000,-0.0800000,0,2020-10-23 19:58:26
233.01,11.6700285,0.0000150,-0.0000150,0,2.0534143,0.2720887,-0.2720887,0,2.0205499,0.5146233,-0.5146233,0,3644.0000000,64.0000000,-64.0000000,0,0.3802720,0.0114291,-0.0114291,0,2018-11-29 21:52:42
233.02,7.2011383,0.0000181,-0.0000181,0,2.1444681,0.2502019,-0.2502019,0,1.7056002,1.2801327,-1.2801327,0,3644.0000000,64.0000000,-64.0000000,0,0.3802720,0.0114291,-0.0114291,0,2022-04-20 20:40:06
2330.01,2.2088214,0.0000022,-0.0000022,0,2.5440000,0.0890000,-0.0890000,0,11.6656000,0.5367940,-0.5367940,0,5960.4000000,104.5000000,-104.5000000,0,1.2600000,0.0600000,-0.0600000,0,2020-10-23 19:58:26
2331.01,4.7150942,0.0000239,-0.0000239,0,2.4360000,0.7910000,-0.7910000,0,7.4893900,3.5245600,-3.5245600,0,3798.0000000,157.0000000,-157.0000000,0,0.5700000,0.0200000,-0.0200000,0,2020-10-23 19:58:26
2332.01,7.4972297,0.0000123,-0.0000123,0,3.5890000,0.2840000,-0.2840000,0,11.9137000,0.6526720,-0.6526720,0,5596.2000000,116.1000000,-116.1000000,0,1.0000000,0.0500000,-0.0500000,0,2020-10-23 19:58:26
2333.01,14.2197641,0.0001137,-0.0001137,0,6.4160000,0.8000000,-0.8000000,0,8.7867800,0.5414370,-0.5414370,0,6115.0000000,128.6000000,-128.6000000,0,1.8300000,0.0900000,-0.0900000,0,2020-10-23 19:58:26
2334.01,7.9980831,0.0000263,-0.0000263,0,3.0470000,0.3020000,-0.3020000,0,10.9403000,0.7177970,-0.7177970,0,5556.0000000,131.5000000,-131.5000000,0,1.7000000,0.1000000,-0.1000000,0,2020-10-23 19:58:26
2335.01,1.4492052,0.0000033,-0.0000033,0,1.1040000,0.1520000,-0.1520000,0,6.1566600,0.3623100,-0.3623100,0,6004.9000000,117.5000000,-117.5000000,0,1.1200000,0.0500000,-0.0500000,0,2020-10-23 19:58:26
2336.01,7.7119842,0.0000298,-0.0000298,0,4.0580000,0.9830000,-0.9830000,0,10.7188000,0.5469610,-0.5469610,0,6458.0000000,131.6000000,-131.6000000,0,1.8300000,0.0900000,-0.0900000,0,2020-10-23 19:58:26
2337.01,2.9942630,0.0000146,-0.0000146,0,6.9172309,0.1352049,-0.1352049,0,11.5655979,0.4168550,-0.4168550,0,4784.0000000,122.0000000,-122.0000000,0,3.2285900,,,0,2020-10-23 19:58:26
2338.01,22.6539607,0.0000398,-0.0000398,0,3.4680000,0.2090000,-0.2090000,0,12.2765000,0.6766690,-0.6766690,0,5523.0000000,131.7000000,-131.7000000,0,1.1200000,0.0600000,-0.0600000,0,2020-10-23 19:58:26
2339.01,9.7728388,0.0000516,-0.0000516,0,7.4907772,0.2485104,-0.2485104,0,12.0232332,0.9035020,-0.9035020,0,5636.8000000,117.5000000,-117.5000000,0,2.4373100,0.1280400,-0.1280400,0,2020-10-23 19:58:26
234.01,2.8392793,0.0000029,-0.0000029,0,1.4011791,0.0880484,-0.0880484,0,10.4761821,0.5623168,-0.5623168,0,3642.0000000,,,0,0.5493300,0.0174061,-0.0174061,0,2018-11-29 21:52:42
2340.01,1.6471574,0.0000022,-0.0000022,0,1.0330000,0.4320000,-0.4320000,0,6.0689400,1.1030700,-1.1030700,0,5027.0000000,122.4000000,-122.4000000,0,0.7300000,0.0500000,-0.0500000,0,2020-10-23 19:58:26
2341.01,0.8774100,0.0000600,-0.0000600,0,0.4720000,0.0550000,-0.0550000,0,8.5914800,0.4638460,-0.4638460,0,3495.0000000,157.0000000,-157.0000000,0,0.6200000,0.0200000,-0.0200000,0,2020-10-23 19:58:26
2342.01,3.9471567,0.0000114,-0.0000114,0,1.6990000,0.2030000,-0.2030000,0,3.8696800,0.2985030,-0.2985030,0,4794.0000000,124.5000000,-124.5000000,0,0.8400000,0.0600000,-0.0600000,0,2020-10-23 19:58:27
2343.01,3.2553185,0.0000144,-0.0000144,0,2.0610000,0.2690000,-0.2690000,0,6.7291700,0.4098960,-0.4098960,0,5927.0000000,121.5000000,-121.5000000,0,1.2500000,0.0600000,-0.0600000,0,2020-10-23 19:58:27
2344.01,8.3129806,0.0000959,-0.0000959,0,4.1710000,0.6390000,-0.6390000,0,10.7065000,0.7828060,-0.7828060,0,5929.0000000,131.9000000,-131.9000000,0,2.0300000,0.1100000,-0.1100000,0,2020-10-23 19:58:27
2345.01,1.0526157,0.0000871,-0.0000871,0,1.5288415,0.2030937,-0.2030937,0,1.4203085,1.7885791,-1.7885791,0,4621.0000000,125.5000000,-125.5000000,0,0.7585750,0.0576507,-0.0576507,0,2020-10-23 19:58:27
2345.02,42.1289893,0.0070766,-0.0070766,0,4.6130523,0.6512790,-0.6512790,0,2.3404732,1.4154048,-1.4154048,0,4621.0000000,125.5000000,-125.5000000,0,0.7585750,0.0576507,-0.0576507,0,2021-07-28 20:17:26
2346.01,3.3311975,0.0000068,-0.0000068,0,3.7050000,0.1490000,-0.1490000,0,14.8770000,0.6957380,-0.6957380,0,6605.0000000,165.8000000,-165.8000000,0,1.3300000,0.0600000,-0.0600000,0,2020-10-23 19:58:27
2347.01,1.1736318,0.0000047,-0.0000047,0,1.3970000,0.2600000,-0.2600000,0,8.1147000,0.5538640,-0.5538640,0,6033.7000000,103.7000000,-103.7000000,0,1.9300000,0.0900000,-0.0900000,0,2020-10-23 19:58:27
2348.01,1.2043785,0.0000040,-0.0000040,0,1.0470000,0.1880000,-0.1880000,0,4.9850000,0.3393830,-0.3393830,0,6595.0000000,129.1000000,-129.1000000,0,1.3800000,0.0600000,-0.0600000,0,2020-10-23 19:58:28
2349.01,11.5738497,0.0000186,-0.0000186,0,6.6560000,0.1160000,-0.1160000,0,22.4042000,1.1819400,-1.1819400,0,5782.0000000,124.2000000,-124.2000000,0,1.6100000,0.0800000,-0.0800000,0,2020-10-23 19:58:28
235.01,10.0902590,0.0000042,-0.0000042,0,1.7502645,0.0396463,-0.0396463,0,,,,0,5454.4200000,77.3270000,-77.3270000,0,,,,0,2019-05-17 18:40:33
2350.01,8.6251769,0.0026704,-0.0026704,0,2.7040000,0.5280000,-0.5280000,0,7.5544400,0.5500650,-0.5500650,0,5484.0000000,123.9000000,-123.9000000,0,1.0800000,0.0600000,-0.0600000,0,2020-10-23 19:58:28
2350.02,4.8714085,0.0036335,-0.0036335,0,2.6430000,0.7900000,-0.7900000,0,3.8394000,0.3546200,-0.3546200,0,5484.0000000,123.9000000,-123.9000000,0,1.0800000,0.0600000,-0.0600000,0,2021-03-18 19:58:28
2351.01,5.2524809,0.0000024,-0.0000024,0,2.0606876,0.0402453,-0.0402453,0,26.1130371,5.3516130,-5.3516130,0,5728.0000000,122.1000000,-122.1000000,0,1.2700000,0.0700000,-0.0700000,0,2020-10-23 19:58:28
2352.01,1.6804461,0.0000066,-0.0000066,0,1.0990000,0.3730000,-0.3730000,0,5.3703900,0.4053110,-0.4053110,0,5695.0000000,127.2000000,-127.2000000,0,1.0400000,0.0500000,-0.0500000,0,2020-10-23 19:58:28
